input,intent,botName
Why is my bill twenty two dollars higher than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five dollars more than last months,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ten more dollars this month than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill fifteen dollars higher than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is this months bill five dollars more than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill eleven dollars more than it was last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ten dollars more than it was last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five dollars more than it was last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ten dollars more this month than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill about twelve or thirteen dollars more this month than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill six dollars more this month than last,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ten dollars more than it was last last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my monthly bill nine dollars higher than the previous month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ten dollars higher than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five dollars higher this month than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill more thirty dollars more than it was last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill nine dollars higher than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ten dollars higher this month than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twelve dollars more this month than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is it ten dollars more than last month's bill,Increased Bill,Billing_Dev_UNI_FEB28
Why is my cable bill ten dollars more this month than it was last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill eleven dollars higher than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill eleven dollars more than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twenty dollars twenty dollars higher than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill thirty dollars more this month than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is this months bill ten dollars more than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twenty dollars higher than it was last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five dollars more from last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill thirteen dollars higher than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill six dollars more than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five dollars more expensive this month than it has been,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five dollars more than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is there an increase of thirteen dollars on my bill for this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is there an increase of two dollars and something in my bill this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five dollars higher than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is the bill ten dollars more than I paid last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five dollars more than it is every other month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twelve dollars more this month,Increased Bill,Billing_Dev_UNI_FEB28
How come my bill twenty dollars higher this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twenty dollars higher this month than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twenty dollars more than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill higher this month by about six dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my next month bill eighty five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill been increased thirteen dollars a month without any notification,Increased Bill,Billing_Dev_UNI_FEB28
Why am I being charged five dollars extra on the last month's bill,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twenty some dollars higher than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ten dollars more than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill seven dollars more this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill two dollars more this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill thirteen dollars more this month than it was last month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill eleven dollars higher this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five dollars higher this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one dollar high this month,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill twenty dollars higher this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill increased sixteen dollars this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill thirty dollars more this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill forty some dollars higher than last month,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased five dollars this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill four dollars more this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill almost ten dollars more this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill up eleven dollars in one month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill going up twenty some dollars a month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ten dollars more this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill fifteen dollars higher this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twenty one dollars more this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill two ninety this month,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill went up twenty some dollars a month,Increased Bill,Billing_Dev_UNI_FEB28
Why has the bill gone up five dollars a month,Increased Bill,Billing_Dev_UNI_FEB28
Why is mailed my bill twenty dollars more this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill forty dollars more this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill by eleven dollars this month,Increased Bill,Billing_Dev_UNI_FEB28
Why has the bill gone up twenty dollars a month,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up five dollars this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five dollars more this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ten dollars higher this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill forty dollars higher this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill increased by six dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased over ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up fourteen dollars a month,Increased Bill,Billing_Dev_UNI_FEB28
My bill has increased ten dollars a month why,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill move from the previous bill last month fifty four dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill increased by five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill went up over six dollars this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill raise by ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill increased by six or eight dollars this month why,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up about twelve dollars this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill increased ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased by eleven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill increased by ten dollars again,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased forty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill increased thirty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased by thirty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased for six dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill increased by forty five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill been raised twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased fourteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why does my bill increases by five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill increased by fifteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Will my bill increase thirteen dollars and wondering why,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill increased five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased six dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased over twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why does my bill keep increasing by five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased by ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up five more dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Five dollar increase in my telephone bill why,Increased Bill,Billing_Dev_UNI_FEB28
My bill has increased by ten dollars why,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill increased by thirty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up seventeen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill come up twenty dollars plus,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill increased by thirty bucks,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill increased by ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased thirteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill has gone up eleven dollars and why,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill increased by twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased twenty three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased by five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up by five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up another ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up thirty two dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has our bill gone up ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill going up ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill gone up by five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill payment went up seven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up eleven buck,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill jumped again another five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased twelve dollars a month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill gone up twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up seven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill gone up five bucks,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up thirty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill going up thirty three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill going up twenty five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill gone up eleven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up twelve dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill gone up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
What is my bill going up ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill gone up seventeen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my phone bill went up ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up by twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up almost thirty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five dollars more than it normally is,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twenty dollars higher than usual,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up by ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill gone up thirty eight dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill went up fifteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill seventy nine dollars when it's been,Increased Bill,Billing_Dev_UNI_FEB28
Why is my second bill fifteen dollars more than usual,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill going to nineteen ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
Why is my phone bill forty six dollars and something,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill gone up ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill more than twenty dollars more than the usual,Increased Bill,Billing_Dev_UNI_FEB28
Why is the bill more than usual ten dollars more,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ten dollars more than it was,Increased Bill,Billing_Dev_UNI_FEB28
Why is the billing more than fifty eight dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill going up five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill forty eight dollars more than usual,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ten dollars higher than it has been,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill nine dollars more than it usually is,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill fifteen dollars higher than normal,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ten dollars higher than it was before,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill twelve dollars more than it has been,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ten dollars more than it has been,Increased Bill,Billing_Dev_UNI_FEB28
My bill increased by ten dollars why is that,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill gone up ten dollars please,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill fifty dollars higher than it supposed,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill so high and where is my thirty dollars discount,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred dollars a month what exactly am I paying for,Increased Bill,Billing_Dev_UNI_FEB28
Why is am I getting a credit of six dollars on next months bill,Increased Bill,Billing_Dev_UNI_FEB28
Calling about one of the bill go up,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill four dollars more than it should be,Increased Bill,Billing_Dev_UNI_FEB28
Pricing why is my phone bill up my cable ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why am I billed one hundred dollars for sale,Increased Bill,Billing_Dev_UNI_FEB28
My bill is up by ten dollars why,Increased Bill,Billing_Dev_UNI_FEB28
They increase my bill to five dollars more why,Increased Bill,Billing_Dev_UNI_FEB28
My bill is ten dollars more why,Increased Bill,Billing_Dev_UNI_FEB28
Why is there an extra five dollars on my account billed,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill is two hundred and fifteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why am I being sent a bill for sixty five dollars and some change,Increased Bill,Billing_Dev_UNI_FEB28
Why am I getting charged an extra fifteen dollars a month on my bill,Increased Bill,Billing_Dev_UNI_FEB28
My bill is five dollars higher why is that,Increased Bill,Billing_Dev_UNI_FEB28
Why am I getting a bill for four dollars fourteen cents,Increased Bill,Billing_Dev_UNI_FEB28
Why is there an increase of ten dollars in my monthly bill,Increased Bill,Billing_Dev_UNI_FEB28
Why do I have a five dollar addition to my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill is one hundred and fourteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Oh why my bill is gone from nineteen ninety nine to twenty four ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
The twenty four ninety nine on my bill this month and August the twentieth,Increased Bill,Billing_Dev_UNI_FEB28
Surcharge on my bill surcharge on my bill,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high retention,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high customer retention team,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high retention department,Increased Bill,Billing_Dev_UNI_FEB28
Retention services please my bills are way too high,Increased Bill,Billing_Dev_UNI_FEB28
Why was I charged twenty eight dollars on my bill for eight four,Increased Bill,Billing_Dev_UNI_FEB28
You billed me seven hundred and fifty dollars on September nineteenth why,Increased Bill,Billing_Dev_UNI_FEB28
What do I have one hundred and seven dollar bill,Increased Bill,Billing_Dev_UNI_FEB28
About my cable bill why is it two hundred and sixty two dollars,Increased Bill,Billing_Dev_UNI_FEB28
The bill is forty four dollars and ninety eight cents why,Increased Bill,Billing_Dev_UNI_FEB28
Did you get that bill for one hundred and twenty two dollars,Increased Bill,Billing_Dev_UNI_FEB28
What is the twenty three dollars and fifty cent one outlet charge for on my cable bill,Increased Bill,Billing_Dev_UNI_FEB28
Cleveland bill last payment just give me a call of a cash,Increased Bill,Billing_Dev_UNI_FEB28
I want to rearrange my service because my bill is getting too high,Increased Bill,Billing_Dev_UNI_FEB28
My bill is a little too high I need to work on lowering my bill,Increased Bill,Billing_Dev_UNI_FEB28
I'm trying to get a new promotions my bill is too high,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I'm trying to find out different packages,Increased Bill,Billing_Dev_UNI_FEB28
My bill too high I'm looking for a new promotion,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I need to get rid of some of my services,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I'm gonna cut my services,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I'm gonna have to disconnect fencing,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too expensive and I need to disconnect,Increased Bill,Billing_Dev_UNI_FEB28
My bill is getting too high I wanna disconnect my service,Increased Bill,Billing_Dev_UNI_FEB28
My last bill tells me that I need some updated equipment,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I am considering disconnecting,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I need to go back to basic,Increased Bill,Billing_Dev_UNI_FEB28
I need a new promo my bill is too high,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I need to change plans,Increased Bill,Billing_Dev_UNI_FEB28
I'm Bak calling about my bill why is my Internet not on,Increased Bill,Billing_Dev_UNI_FEB28
Yes ma'am I'm calling about my bill why my bill is so high,Increased Bill,Billing_Dev_UNI_FEB28
Yes did you see how much water bill is seventy dollars,Increased Bill,Billing_Dev_UNI_FEB28
Does the bill for one hundred sixty nine dollars and ninety eight cents cover more than one month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my spectrum bill gone from one hundred and five dollars to one hundred and eleven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Oh my bill from nine seven to ten six is two hundred and nine dollars why is that,Increased Bill,Billing_Dev_UNI_FEB28
Why did the bill change from fourteen ninety nine to nineteen ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
My phone bill went from fourteen ninety nine to nineteen ninety nine why,Increased Bill,Billing_Dev_UNI_FEB28
Why am I being billed thirty nine ninety nine instead of twenty nine ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
If I go to automatic pay does my bill go back down to seventy nine ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
What is the penalty for paying my bill one day late,Increased Bill,Billing_Dev_UNI_FEB28
Why do I have all the forty dollar charges on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Where is the six hundred dollar credit that supposed to be on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why do I have thirty dollars and thirty one cents online billing,Increased Bill,Billing_Dev_UNI_FEB28
Want to know about saving thirty percent thirty dollars each month on my bill,Increased Bill,Billing_Dev_UNI_FEB28
How can three dollars to my bill,Increased Bill,Billing_Dev_UNI_FEB28
My billing statement why did the prices go up because I was guaranteed two years at the same price,Increased Bill,Billing_Dev_UNI_FEB28
Why you taking twenty five dollars out of my account my bill is paid,Increased Bill,Billing_Dev_UNI_FEB28
Couple of things number one why was my bill not paid because I have autopay,Increased Bill,Billing_Dev_UNI_FEB28
Why was the modem not working like to pay my bill is two hundred something dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why am I getting a fourteen dollar bill on service I disconnected multiple months ago,Increased Bill,Billing_Dev_UNI_FEB28
My bill plus losing all these channels,Increased Bill,Billing_Dev_UNI_FEB28
Wondering why I'm billed for home phone,Increased Bill,Billing_Dev_UNI_FEB28
Asking why the bill went up,Increased Bill,Billing_Dev_UNI_FEB28
Wondering why my bill that higher,Increased Bill,Billing_Dev_UNI_FEB28
Wondering why my why my bill went up,Increased Bill,Billing_Dev_UNI_FEB28
Additional amount billed,Increased Bill,Billing_Dev_UNI_FEB28
Unexpected billing please,Increased Bill,Billing_Dev_UNI_FEB28
Price difference in billing,Increased Bill,Billing_Dev_UNI_FEB28
Difference in billing amount,Increased Bill,Billing_Dev_UNI_FEB28
Different billing amount,Increased Bill,Billing_Dev_UNI_FEB28
To inquire about billing change,Increased Bill,Billing_Dev_UNI_FEB28
Difference in billing,Increased Bill,Billing_Dev_UNI_FEB28
Price difference on billing,Increased Bill,Billing_Dev_UNI_FEB28
Billing amount new billing amount,Increased Bill,Billing_Dev_UNI_FEB28
Additional billing amount,Increased Bill,Billing_Dev_UNI_FEB28
Difference from one billing to the next,Increased Bill,Billing_Dev_UNI_FEB28
The increase in bill by five dollars per month,Increased Bill,Billing_Dev_UNI_FEB28
My spectrum bill why you keep raising it up,Increased Bill,Billing_Dev_UNI_FEB28
My bill what I asked him to do,Increased Bill,Billing_Dev_UNI_FEB28
Inquiring about bill adjustment,Increased Bill,Billing_Dev_UNI_FEB28
Inquiring why the bill went up,Increased Bill,Billing_Dev_UNI_FEB28
My bill and how expensive it went up,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased by ten dollars with no change in service,Increased Bill,Billing_Dev_UNI_FEB28
About the bill that was raised again I I am a senior,Increased Bill,Billing_Dev_UNI_FEB28
Receive notification from spectrum about my account so billing maybe,Increased Bill,Billing_Dev_UNI_FEB28
My bill should be zero why am I being charged one hundred dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did I get charged an extra twenty dollars on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why is there additional five dollar charge on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why am I being charged an extra five dollars on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why am I getting a thirty dollar credit on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why did they charge me an extra ten dollars on my bill,Increased Bill,Billing_Dev_UNI_FEB28
How did my bill go from twenty nine dollars to eighty nine dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill went from one hundred and four to one hundred and sixteen why,Increased Bill,Billing_Dev_UNI_FEB28
My bill why is it one hundred and nine dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill is one dollar and twenty three higher why,Increased Bill,Billing_Dev_UNI_FEB28
My bill is five dollars and one cents more why,Increased Bill,Billing_Dev_UNI_FEB28
What is the twelve dollars eighty four cents bill paying for,Increased Bill,Billing_Dev_UNI_FEB28
How is my bill one hundred thirty three dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill is one hundred and nine dollars why,Increased Bill,Billing_Dev_UNI_FEB28
What is my bill nine hundred and thirty seven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and sixty three seventy five,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and six sixty one,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill so extension for Internet on one computer and Wi-Fi why is it ninety dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill fifty nine instead of fifty four dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill still hundred and seventy some hundred dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is there a twenty three dollars and twenty cent extra charge on my bill,Increased Bill,Billing_Dev_UNI_FEB28
The extra charge for Wi-Fi the five dollars why is it showing up on my last two bills,Increased Bill,Billing_Dev_UNI_FEB28
Five dollar Internet for what is the five dollar Wi-Fi service charge on my bill,Increased Bill,Billing_Dev_UNI_FEB28
My bill overcharge on my bill,Increased Bill,Billing_Dev_UNI_FEB28
